"row","count.x","mfp","lc","id","milk","style","dairy_id","ounces","style2","count.y","dairy","city","state","label"
"254","254","0.0324","4.67","1254","Fresh Organic Whole 3.2% [FDSN-254]","Organic Whole","106","64","Organic Whole","106","Maple Meadow Farms","Burlington","VT","Fresh Organic Whole 3.2% [FDSN-254] (Maple Meadow Farms)"
"255","255","0.0371","4.3","1255","Natural Goat 3.7% [90PX-255]","Goat","122","64","NA","122","Atlantic Dairy","Norfolk","VA","Natural Goat 3.7% [90PX-255] (Atlantic Dairy)"
"256","256","0.0333","4.89","1256","Golden Organic Whole 3.3% [LYE0-256]","Organic Whole","118","16","NA","118","Great Lakes Dairy","Cleveland","OH","Golden Organic Whole 3.3% [LYE0-256] (Great Lakes Dairy)"
"257","257","0.0297","0.02","1257","Fresh Lactose Free 3.0% [LCML-257]","Lactose Free","111","64","Lactose Free","111","Heartland Milk Co.","Des Moines","IA","Fresh Lactose Free 3.0% [LCML-257] (Heartland Milk Co.)"
"258","258","0.0207","0.01","1258","Local Lactose Free 2.1% [DAN0-258]","Lactose Free","109","128","NA","109","Highland Cream Co.","Denver","CO","Local Lactose Free 2.1% [DAN0-258] (Highland Cream Co.)"
"259","259","0.0353","4.65","1259","Fresh Organic Whole 3.5% [5XYF-259]","Organic Whole","113","16","Organic Whole","113","Evergreen Creamery","Seattle","WA","Fresh Organic Whole 3.5% [5XYF-259] (Evergreen Creamery)"
"260","260","0.0377","4.64","1260","Fresh A2 3.8% [N0T6-260]","A2","111","64","NA","111","Heartland Milk Co.","Des Moines","IA","Fresh A2 3.8% [N0T6-260] (Heartland Milk Co.)"
"261","261","0.017","4.43","1261","Grass-Fed High Protein 1.7% [VPBL-261]","High Protein","120","128","High Protein","120","Appalachian Milk Co.","Knoxville","TN","Grass-Fed High Protein 1.7% [VPBL-261] (Appalachian Milk Co.)"
"262","262","0.036","4.75","1262","Organic A2 3.6% [OTRB-262]","A2","124","128","NA","124","Palmetto Milk Works","Charleston","SC","Organic A2 3.6% [OTRB-262] (Palmetto Milk Works)"
"263","263","0.012","4.03","1263","Golden High Protein 1.2% [KC4L-263]","High Protein","122","128","NA","122","Atlantic Dairy","Norfolk","VA","Golden High Protein 1.2% [KC4L-263] (Atlantic Dairy)"
"264","264","0.0325","4.87","1264","Premium A2 3.3% [5NQJ-264]","A2","122","64","NA","122","Atlantic Dairy","Norfolk","VA","Premium A2 3.3% [5NQJ-264] (Atlantic Dairy)"
"265","265","0.0329","4.95","1265","Homestead Whole 3.3% [Y3O1-265]","Whole","109","16","NA","109","Highland Cream Co.","Denver","CO","Homestead Whole 3.3% [Y3O1-265] (Highland Cream Co.)"
"266","266","0.0398","4.51","1266","Farmhouse Goat 4.0% [UIKO-266]","Goat","117","32","Goat","117","Ozark Creamery","Springfield","MO","Farmhouse Goat 4.0% [UIKO-266] (Ozark Creamery)"
"267","267","0.0117","4.98","1267","Select High Protein 1.2% [3EP9-267]","High Protein","125","32","High Protein","125","Garden State Dairies","Trenton","NJ","Select High Protein 1.2% [3EP9-267] (Garden State Dairies)"
"268","268","0.0042","4.73","1268","Country Skimmed 0.4% [6CNO-268]","Skimmed","121","64","NA","121","Midtown Creamery","Chicago","IL","Country Skimmed 0.4% [6CNO-268] (Midtown Creamery)"
"269","269","0.0338","4.19","1269","Pasture-Raised Goat 3.4% [U8DD-269]","Goat","101","64","Goat","101","Green Valley Dairies","Madison","WI","Pasture-Raised Goat 3.4% [U8DD-269] (Green Valley Dairies)"
"270","270","0.0348","4.49","1270","Golden Goat 3.5% [RGOW-270]","Goat","112","16","Goat","112","Canyon Springs Dairy","Phoenix","AZ","Golden Goat 3.5% [RGOW-270] (Canyon Springs Dairy)"
"271","271","0.0161","0.1","1271","Natural Lactose Free 1.6% [NM2L-271]","Lactose Free","111","16","NA","111","Heartland Milk Co.","Des Moines","IA","Natural Lactose Free 1.6% [NM2L-271] (Heartland Milk Co.)"
"272","272","0.0015","4.97","1272","Premium Skimmed 0.2% [L0VD-272]","Skimmed","108","32","NA","108","Riverbend Dairy","Portland","OR","Premium Skimmed 0.2% [L0VD-272] (Riverbend Dairy)"
"273","273","0.0176","4.87","1273","Creamy High Protein 1.8% [SFLS-273]","High Protein","114","16","High Protein","114","Peach State Dairies","Savannah","GA","Creamy High Protein 1.8% [SFLS-273] (Peach State Dairies)"
"274","274","0.0335","4.83","1274","Pasture-Raised Whole 3.3% [ZJ3S-274]","Whole","107","16","NA","107","Prairie Gold Dairy","Fargo","ND","Pasture-Raised Whole 3.3% [ZJ3S-274] (Prairie Gold Dairy)"
"275","275","0.0118","NA","1275","Fresh High Protein 1.2% [MF60-275]","High Protein","116","64","High Protein","116","Bayou Dairy","Lafayette","LA","Fresh High Protein 1.2% [MF60-275] (Bayou Dairy)"
"276","276","0.0043","4.99","1276","Classic Skimmed 0.4% [HIHX-276]","Skimmed","102","16","NA","102","Sunrise Creamery","Boise","ID","Classic Skimmed 0.4% [HIHX-276] (Sunrise Creamery)"
"277","277","0.0348","4.67","1277","Cold-Filtered Whole 3.5% [2IV7-277]","Whole","125","128","NA","125","Garden State Dairies","Trenton","NJ","Cold-Filtered Whole 3.5% [2IV7-277] (Garden State Dairies)"
"278","278","0.0125","4.47","1278","Dairy Pure High Protein 1.3% [3ODS-278]","High Protein","112","64","High Protein","112","Canyon Springs Dairy","Phoenix","AZ","Dairy Pure High Protein 1.3% [3ODS-278] (Canyon Springs Dairy)"
"279","279","0.0106","4.99","1279","Ultra-Fresh High Protein 1.1% [5JZ6-279]","High Protein","104","32","High Protein","104","Lone Star Milk Works","Austin","TX","Ultra-Fresh High Protein 1.1% [5JZ6-279] (Lone Star Milk Works)"
"280","280","0.0357","0.16","1280","Natural Lactose Free 3.6% [VXYZ-280]","Lactose Free","125","64","Lactose Free","125","Garden State Dairies","Trenton","NJ","Natural Lactose Free 3.6% [VXYZ-280] (Garden State Dairies)"
"281","281","0.0357","4.12","1281","Natural Goat 3.6% [UG0I-281]","Goat","114","64","Goat","114","Peach State Dairies","Savannah","GA","Natural Goat 3.6% [UG0I-281] (Peach State Dairies)"
"282","282","0.0015","4.84","1282","Country Skimmed 0.1% [0U68-282]","Skimmed","106","16","NA","106","Maple Meadow Farms","Burlington","VT","Country Skimmed 0.1% [0U68-282] (Maple Meadow Farms)"
"283","283","0.0345","5.04","1283","Fresh A2 3.5% [VQEB-283]","A2","108","128","A2","108","Riverbend Dairy","Portland","OR","Fresh A2 3.5% [VQEB-283] (Riverbend Dairy)"
"284","284","0.0193","4.79","1284","Select Semi Skimmed 1.9% [B4EH-284]","Semi Skimmed","117","128","NA","117","Ozark Creamery","Springfield","MO","Select Semi Skimmed 1.9% [B4EH-284] (Ozark Creamery)"
"285","285","0.0039","4.84","1285","Local Skimmed 0.4% [GWAJ-285]","Skimmed","123","32","NA","123","Sierra Valley Dairies","Reno","NV","Local Skimmed 0.4% [GWAJ-285] (Sierra Valley Dairies)"
"286","286","0.0156","4.82","1286","Dairy Pure Semi Skimmed 1.6% [PRAT-286]","Semi Skimmed","125","16","NA","125","Garden State Dairies","Trenton","NJ","Dairy Pure Semi Skimmed 1.6% [PRAT-286] (Garden State Dairies)"
"287","287","0.0154","0.0","1287","Classic Lactose Free 1.5% [I5LD-287]","Lactose Free","125","64","Lactose Free","125","Garden State Dairies","Trenton","NJ","Classic Lactose Free 1.5% [I5LD-287] (Garden State Dairies)"
"288","288","0.0377","4.83","1288","Natural A2 3.8% [SPYE-288]","A2","102","64","A2","102","Sunrise Creamery","Boise","ID","Natural A2 3.8% [SPYE-288] (Sunrise Creamery)"
"289","289","0.0331","4.23","1289","Farmhouse Goat 3.3% [HASE-289]","Goat","106","128","Goat","106","Maple Meadow Farms","Burlington","VT","Farmhouse Goat 3.3% [HASE-289] (Maple Meadow Farms)"
"290","290","0.0356","4.62","1290","Pasture-Raised Whole 3.6% [4BEP-290]","Whole","109","64","NA","109","Highland Cream Co.","Denver","CO","Pasture-Raised Whole 3.6% [4BEP-290] (Highland Cream Co.)"
"291","291","0.031","0.13","1291","Creamy Lactose Free 3.1% [XXJV-291]","Lactose Free","105","128","NA","105","Coastal Creamery","San Luis Obispo","CA","Creamy Lactose Free 3.1% [XXJV-291] (Coastal Creamery)"
"292","292","0.0164","4.99","1292","Dairy Pure Semi Skimmed 1.6% [V239-292]","Semi Skimmed","104","128","NA","104","Lone Star Milk Works","Austin","TX","Dairy Pure Semi Skimmed 1.6% [V239-292] (Lone Star Milk Works)"
"293","293","0.0191","4.69","1293","Natural High Protein 1.9% [IADD-293]","High Protein","102","32","High Protein","102","Sunrise Creamery","Boise","ID","Natural High Protein 1.9% [IADD-293] (Sunrise Creamery)"
"294","294","0.0186","4.65","1294","Pasture-Raised Semi Skimmed 1.9% [I9KQ-294]","Semi Skimmed","125","32","NA","125","Garden State Dairies","Trenton","NJ","Pasture-Raised Semi Skimmed 1.9% [I9KQ-294] (Garden State Dairies)"
"295","295","0.0368","4.76","1295","Local Organic Whole 3.7% [D1B4-295]","Organic Whole","110","64","Organic Whole","110","Seaside Dairies","Portsmouth","NH","Local Organic Whole 3.7% [D1B4-295] (Seaside Dairies)"
"296","296","0.0373","4.65","1296","Golden A2 3.7% [GO8J-296]","A2","115","128","A2","115","Keystone Milk Co.","Harrisburg","PA","Golden A2 3.7% [GO8J-296] (Keystone Milk Co.)"
"297","297","0.0006","4.95","1297","Premium Skimmed 0.1% [7FOV-297]","Skimmed","121","32","NA","121","Midtown Creamery","Chicago","IL","Premium Skimmed 0.1% [7FOV-297] (Midtown Creamery)"
"298","298","0.0357","NA","1298","Select Organic Whole 3.6% [06RR-298]","Organic Whole","125","128","Organic Whole","125","Garden State Dairies","Trenton","NJ","Select Organic Whole 3.6% [06RR-298] (Garden State Dairies)"
"299","299","0.0321","5.03","1299","Country Organic Whole 3.2% [00I8-299]","Organic Whole","109","16","Organic Whole","109","Highland Cream Co.","Denver","CO","Country Organic Whole 3.2% [00I8-299] (Highland Cream Co.)"
"300","300","0.0261","0.13","1300","Organic Lactose Free 2.6% [F36W-300]","Lactose Free","124","32","Lactose Free","124","Palmetto Milk Works","Charleston","SC","Organic Lactose Free 2.6% [F36W-300] (Palmetto Milk Works)"
"301","301","0.0187","4.07","1301","Golden High Protein 1.9% [I8BI-301]","High Protein","116","128","High Protein","116","Bayou Dairy","Lafayette","LA","Golden High Protein 1.9% [I8BI-301] (Bayou Dairy)"
"302","302","0.0144","4.57","1302","Organic High Protein 1.4% [RL90-302]","High Protein","103","16","NA","103","Blue Ridge Dairy Co.","Asheville","NC","Organic High Protein 1.4% [RL90-302] (Blue Ridge Dairy Co.)"
"303","303","0.037","5.0","1303","Premium Whole 3.7% [W6UX-303]","Whole","102","64","NA","102","Sunrise Creamery","Boise","ID","Premium Whole 3.7% [W6UX-303] (Sunrise Creamery)"
"304","304","0.0344","NA","1304","Pasture-Raised Lactose Free 3.4% [VZNQ-304]","Lactose Free","102","32","Lactose Free","102","Sunrise Creamery","Boise","ID","Pasture-Raised Lactose Free 3.4% [VZNQ-304] (Sunrise Creamery)"
"305","305","0.0353","4.79","1305","Select A2 3.5% [6R30-305]","A2","112","16","NA","112","Canyon Springs Dairy","Phoenix","AZ","Select A2 3.5% [6R30-305] (Canyon Springs Dairy)"
"306","306","0.0178","0.17","1306","Farmhouse Lactose Free 1.8% [3GM1-306]","Lactose Free","107","16","NA","107","Prairie Gold Dairy","Fargo","ND","Farmhouse Lactose Free 1.8% [3GM1-306] (Prairie Gold Dairy)"
"307","307","0.0166","4.96","1307","Natural High Protein 1.7% [RTB7-307]","High Protein","115","32","NA","115","Keystone Milk Co.","Harrisburg","PA","Natural High Protein 1.7% [RTB7-307] (Keystone Milk Co.)"
"308","308","0.0005","4.93","1308","Homestead Skimmed 0.1% [L5PV-308]","Skimmed","106","64","NA","106","Maple Meadow Farms","Burlington","VT","Homestead Skimmed 0.1% [L5PV-308] (Maple Meadow Farms)"
"309","309","0.0347","4.67","1309","Country A2 3.5% [Z0KZ-309]","A2","111","32","A2","111","Heartland Milk Co.","Des Moines","IA","Country A2 3.5% [Z0KZ-309] (Heartland Milk Co.)"
"310","310","0.0361","5.06","1310","Country A2 3.6% [Z9GT-310]","A2","120","16","NA","120","Appalachian Milk Co.","Knoxville","TN","Country A2 3.6% [Z9GT-310] (Appalachian Milk Co.)"
"311","311","0.0158","4.94","1311","Select High Protein 1.6% [Y6T5-311]","High Protein","118","16","High Protein","118","Great Lakes Dairy","Cleveland","OH","Select High Protein 1.6% [Y6T5-311] (Great Lakes Dairy)"
"312","312","0.034","4.5","1312","Farmhouse Goat 3.4% [1FKJ-312]","Goat","101","64","NA","101","Green Valley Dairies","Madison","WI","Farmhouse Goat 3.4% [1FKJ-312] (Green Valley Dairies)"
"313","313","0.0342","4.83","1313","Golden Whole 3.4% [YUIX-313]","Whole","118","32","NA","118","Great Lakes Dairy","Cleveland","OH","Golden Whole 3.4% [YUIX-313] (Great Lakes Dairy)"
"314","314","0.0362","4.62","1314","Farmhouse A2 3.6% [O2Y8-314]","A2","123","16","A2","123","Sierra Valley Dairies","Reno","NV","Farmhouse A2 3.6% [O2Y8-314] (Sierra Valley Dairies)"
"315","315","0.0183","4.91","1315","Grass-Fed High Protein 1.8% [X1TV-315]","High Protein","107","64","High Protein","107","Prairie Gold Dairy","Fargo","ND","Grass-Fed High Protein 1.8% [X1TV-315] (Prairie Gold Dairy)"
"316","316","0.0159","4.69","1316","Cold-Filtered Semi Skimmed 1.6% [NPUE-316]","Semi Skimmed","122","16","NA","122","Atlantic Dairy","Norfolk","VA","Cold-Filtered Semi Skimmed 1.6% [NPUE-316] (Atlantic Dairy)"
"317","317","0.0002","5.06","1317","Dairy Pure Skimmed 0.0% [1W4K-317]","Skimmed","123","16","NA","123","Sierra Valley Dairies","Reno","NV","Dairy Pure Skimmed 0.0% [1W4K-317] (Sierra Valley Dairies)"
"318","318","0.037","0.1","1318","Grass-Fed Lactose Free 3.7% [FTOM-318]","Lactose Free","111","64","Lactose Free","111","Heartland Milk Co.","Des Moines","IA","Grass-Fed Lactose Free 3.7% [FTOM-318] (Heartland Milk Co.)"
"319","319","0.0369","0.12","1319","Dairy Pure Lactose Free 3.7% [U1XE-319]","Lactose Free","110","128","Lactose Free","110","Seaside Dairies","Portsmouth","NH","Dairy Pure Lactose Free 3.7% [U1XE-319] (Seaside Dairies)"
"320","320","0.0371","0.14","1320","Ultra-Fresh Lactose Free 3.7% [68NT-320]","Lactose Free","121","16","NA","121","Midtown Creamery","Chicago","IL","Ultra-Fresh Lactose Free 3.7% [68NT-320] (Midtown Creamery)"
"321","321","0.0351","4.85","1321","Pasture-Raised Organic Whole 3.5% [KXLC-321]","Organic Whole","125","32","Organic Whole","125","Garden State Dairies","Trenton","NJ","Pasture-Raised Organic Whole 3.5% [KXLC-321] (Garden State Dairies)"
"322","322","0.0358","4.71","1322","Select Whole 3.6% [HY4H-322]","Whole","125","16","NA","125","Garden State Dairies","Trenton","NJ","Select Whole 3.6% [HY4H-322] (Garden State Dairies)"
"323","323","0.0348","4.77","1323","Homestead Whole 3.5% [B2UU-323]","Whole","105","64","NA","105","Coastal Creamery","San Luis Obispo","CA","Homestead Whole 3.5% [B2UU-323] (Coastal Creamery)"
"324","324","0.036","4.11","1324","Farmhouse Goat 3.6% [TXW1-324]","Goat","115","16","Goat","115","Keystone Milk Co.","Harrisburg","PA","Farmhouse Goat 3.6% [TXW1-324] (Keystone Milk Co.)"
"325","325","0.0164","4.94","1325","Organic Semi Skimmed 1.6% [K7N3-325]","Semi Skimmed","117","128","NA","117","Ozark Creamery","Springfield","MO","Organic Semi Skimmed 1.6% [K7N3-325] (Ozark Creamery)"
"326","326","0.0037","5.0","1326","Dairy Pure Skimmed 0.4% [KWK5-326]","Skimmed","108","16","NA","108","Riverbend Dairy","Portland","OR","Dairy Pure Skimmed 0.4% [KWK5-326] (Riverbend Dairy)"
"327","327","0.0006","4.6","1327","Dairy Pure Skimmed 0.1% [T8K0-327]","Skimmed","118","32","NA","118","Great Lakes Dairy","Cleveland","OH","Dairy Pure Skimmed 0.1% [T8K0-327] (Great Lakes Dairy)"
"328","328","0.0008","4.71","1328","Premium Skimmed 0.1% [GG24-328]","Skimmed","121","16","NA","121","Midtown Creamery","Chicago","IL","Premium Skimmed 0.1% [GG24-328] (Midtown Creamery)"
"329","329","0.0326","4.96","1329","Fresh A2 3.3% [LEXD-329]","A2","103","32","A2","103","Blue Ridge Dairy Co.","Asheville","NC","Fresh A2 3.3% [LEXD-329] (Blue Ridge Dairy Co.)"
"330","330","0.0357","4.75","1330","Organic Organic Whole 3.6% [UNLP-330]","Organic Whole","115","64","Organic Whole","115","Keystone Milk Co.","Harrisburg","PA","Organic Organic Whole 3.6% [UNLP-330] (Keystone Milk Co.)"
"331","331","0.0349","4.32","1331","Natural Goat 3.5% [LRQ1-331]","Goat","108","16","Goat","108","Riverbend Dairy","Portland","OR","Natural Goat 3.5% [LRQ1-331] (Riverbend Dairy)"
"332","332","0.0192","5.03","1332","Fresh Semi Skimmed 1.9% [TJ5C-332]","Semi Skimmed","120","16","NA","120","Appalachian Milk Co.","Knoxville","TN","Fresh Semi Skimmed 1.9% [TJ5C-332] (Appalachian Milk Co.)"
"333","333","0.0369","4.89","1333","Natural Whole 3.7% [HBJ6-333]","Whole","121","32","NA","121","Midtown Creamery","Chicago","IL","Natural Whole 3.7% [HBJ6-333] (Midtown Creamery)"
"334","334","0.0328","4.85","1334","Local A2 3.3% [NAI8-334]","A2","108","32","NA","108","Riverbend Dairy","Portland","OR","Local A2 3.3% [NAI8-334] (Riverbend Dairy)"
"335","335","0.0037","4.84","1335","Farmhouse Skimmed 0.4% [HRCN-335]","Skimmed","106","32","NA","106","Maple Meadow Farms","Burlington","VT","Farmhouse Skimmed 0.4% [HRCN-335] (Maple Meadow Farms)"
"336","336","0.0363","4.37","1336","Cold-Filtered Goat 3.6% [9LZS-336]","Goat","112","64","NA","112","Canyon Springs Dairy","Phoenix","AZ","Cold-Filtered Goat 3.6% [9LZS-336] (Canyon Springs Dairy)"
"337","337","0.0019","4.79","1337","Homestead Skimmed 0.2% [6CJ9-337]","Skimmed","119","128","NA","119","Redwood Dairy","Santa Rosa","CA","Homestead Skimmed 0.2% [6CJ9-337] (Redwood Dairy)"
"338","338","0.0179","4.89","1338","Cold-Filtered High Protein 1.8% [5PIS-338]","High Protein","112","32","NA","112","Canyon Springs Dairy","Phoenix","AZ","Cold-Filtered High Protein 1.8% [5PIS-338] (Canyon Springs Dairy)"
"339","339","0.0356","5.01","1339","Natural Organic Whole 3.6% [OLEY-339]","Organic Whole","106","32","Organic Whole","106","Maple Meadow Farms","Burlington","VT","Natural Organic Whole 3.6% [OLEY-339] (Maple Meadow Farms)"
"340","340","0.0332","4.13","1340","Farmhouse Goat 3.3% [FWBU-340]","Goat","121","32","Goat","121","Midtown Creamery","Chicago","IL","Farmhouse Goat 3.3% [FWBU-340] (Midtown Creamery)"
"341","341","0.0372","4.44","1341","Premium Goat 3.7% [ZXKD-341]","Goat","106","128","NA","106","Maple Meadow Farms","Burlington","VT","Premium Goat 3.7% [ZXKD-341] (Maple Meadow Farms)"
"342","342","0.0341","0.12","1342","Country Lactose Free 3.4% [3GXJ-342]","Lactose Free","106","128","Lactose Free","106","Maple Meadow Farms","Burlington","VT","Country Lactose Free 3.4% [3GXJ-342] (Maple Meadow Farms)"
"343","343","0.0237","0.03","1343","Pasture-Raised Lactose Free 2.4% [S6Y3-343]","Lactose Free","103","32","NA","103","Blue Ridge Dairy Co.","Asheville","NC","Pasture-Raised Lactose Free 2.4% [S6Y3-343] (Blue Ridge Dairy Co.)"
"344","344","0.0373","4.87","1344","Organic Whole 3.7% [DX6T-344]","Whole","120","128","NA","120","Appalachian Milk Co.","Knoxville","TN","Organic Whole 3.7% [DX6T-344] (Appalachian Milk Co.)"
"345","345","0.0362","4.81","1345","Pasture-Raised Whole 3.6% [R1M2-345]","Whole","112","128","NA","112","Canyon Springs Dairy","Phoenix","AZ","Pasture-Raised Whole 3.6% [R1M2-345] (Canyon Springs Dairy)"
"346","346","0.0359","0.02","1346","Organic Lactose Free 3.6% [TJA0-346]","Lactose Free","116","16","Lactose Free","116","Bayou Dairy","Lafayette","LA","Organic Lactose Free 3.6% [TJA0-346] (Bayou Dairy)"
"347","347","0.0308","0.06","1347","Select Lactose Free 3.1% [FXJ4-347]","Lactose Free","113","64","Lactose Free","113","Evergreen Creamery","Seattle","WA","Select Lactose Free 3.1% [FXJ4-347] (Evergreen Creamery)"
"348","348","0.0383","4.35","1348","Ultra-Fresh Goat 3.8% [RNTJ-348]","Goat","122","64","Goat","122","Atlantic Dairy","Norfolk","VA","Ultra-Fresh Goat 3.8% [RNTJ-348] (Atlantic Dairy)"
"349","349","0.0043","4.93","1349","Golden Skimmed 0.4% [QZFH-349]","Skimmed","113","64","NA","113","Evergreen Creamery","Seattle","WA","Golden Skimmed 0.4% [QZFH-349] (Evergreen Creamery)"
"350","350","0.033","5.08","1350","Fresh Whole 3.3% [DF7P-350]","Whole","120","64","NA","120","Appalachian Milk Co.","Knoxville","TN","Fresh Whole 3.3% [DF7P-350] (Appalachian Milk Co.)"
"351","351","0.0363","5.07","1351","Local Whole 3.6% [XK8C-351]","Whole","103","128","NA","103","Blue Ridge Dairy Co.","Asheville","NC","Local Whole 3.6% [XK8C-351] (Blue Ridge Dairy Co.)"
"352","352","0.0332","4.99","1352","Organic A2 3.3% [ZWYM-352]","A2","107","32","A2","107","Prairie Gold Dairy","Fargo","ND","Organic A2 3.3% [ZWYM-352] (Prairie Gold Dairy)"
"353","353","0.0355","4.34","1353","Ultra-Fresh Goat 3.5% [S0CD-353]","Goat","109","64","Goat","109","Highland Cream Co.","Denver","CO","Ultra-Fresh Goat 3.5% [S0CD-353] (Highland Cream Co.)"
"354","354","0.0289","0.04","1354","Fresh Lactose Free 2.9% [UJOD-354]","Lactose Free","109","64","Lactose Free","109","Highland Cream Co.","Denver","CO","Fresh Lactose Free 2.9% [UJOD-354] (Highland Cream Co.)"
"355","355","0.0373","5.01","1355","Country A2 3.7% [Y8U1-355]","A2","104","128","A2","104","Lone Star Milk Works","Austin","TX","Country A2 3.7% [Y8U1-355] (Lone Star Milk Works)"
"356","356","0.0349","4.73","1356","Select Whole 3.5% [2HZ2-356]","Whole","119","64","NA","119","Redwood Dairy","Santa Rosa","CA","Select Whole 3.5% [2HZ2-356] (Redwood Dairy)"
"357","357","0.0335","4.65","1357","Dairy Pure A2 3.3% [3C7R-357]","A2","101","32","A2","101","Green Valley Dairies","Madison","WI","Dairy Pure A2 3.3% [3C7R-357] (Green Valley Dairies)"
"358","358","0.0047","4.94","1358","Grass-Fed Skimmed 0.5% [RH05-358]","Skimmed","109","32","NA","109","Highland Cream Co.","Denver","CO","Grass-Fed Skimmed 0.5% [RH05-358] (Highland Cream Co.)"
"359","359","0.0329","4.65","1359","Farmhouse Organic Whole 3.3% [YXW1-359]","Organic Whole","108","128","Organic Whole","108","Riverbend Dairy","Portland","OR","Farmhouse Organic Whole 3.3% [YXW1-359] (Riverbend Dairy)"
"360","360","0.019","4.88","1360","Golden High Protein 1.9% [JG1S-360]","High Protein","111","32","High Protein","111","Heartland Milk Co.","Des Moines","IA","Golden High Protein 1.9% [JG1S-360] (Heartland Milk Co.)"
"361","361","0.0352","4.81","1361","Premium Whole 3.5% [BM41-361]","Whole","105","16","NA","105","Coastal Creamery","San Luis Obispo","CA","Premium Whole 3.5% [BM41-361] (Coastal Creamery)"
"362","362","0.0361","4.61","1362","Cold-Filtered Organic Whole 3.6% [ULWJ-362]","Organic Whole","115","32","NA","115","Keystone Milk Co.","Harrisburg","PA","Cold-Filtered Organic Whole 3.6% [ULWJ-362] (Keystone Milk Co.)"
"363","363","0.0342","4.85","1363","Local Organic Whole 3.4% [ZN4K-363]","Organic Whole","120","32","NA","120","Appalachian Milk Co.","Knoxville","TN","Local Organic Whole 3.4% [ZN4K-363] (Appalachian Milk Co.)"
"364","364","0.0337","0.14","1364","Creamy Lactose Free 3.4% [T4H2-364]","Lactose Free","122","128","Lactose Free","122","Atlantic Dairy","Norfolk","VA","Creamy Lactose Free 3.4% [T4H2-364] (Atlantic Dairy)"
"365","365","0.0365","4.7","1365","Farmhouse Goat 3.6% [SZ2K-365]","Goat","106","128","Goat","106","Maple Meadow Farms","Burlington","VT","Farmhouse Goat 3.6% [SZ2K-365] (Maple Meadow Farms)"
"366","366","0.0333","NA","1366","Cold-Filtered Whole 3.3% [D0JM-366]","Whole","106","64","NA","106","Maple Meadow Farms","Burlington","VT","Cold-Filtered Whole 3.3% [D0JM-366] (Maple Meadow Farms)"
"367","367","0.0372","5.08","1367","Dairy Pure Organic Whole 3.7% [UXG2-367]","Organic Whole","104","64","NA","104","Lone Star Milk Works","Austin","TX","Dairy Pure Organic Whole 3.7% [UXG2-367] (Lone Star Milk Works)"
"368","368","0.0189","4.38","1368","Country High Protein 1.9% [WFG3-368]","High Protein","116","128","NA","116","Bayou Dairy","Lafayette","LA","Country High Protein 1.9% [WFG3-368] (Bayou Dairy)"
"369","369","0.0389","4.14","1369","Golden Goat 3.9% [ILKJ-369]","Goat","119","64","NA","119","Redwood Dairy","Santa Rosa","CA","Golden Goat 3.9% [ILKJ-369] (Redwood Dairy)"
"370","370","0.0365","4.86","1370","Cold-Filtered Organic Whole 3.6% [G4EI-370]","Organic Whole","125","16","Organic Whole","125","Garden State Dairies","Trenton","NJ","Cold-Filtered Organic Whole 3.6% [G4EI-370] (Garden State Dairies)"
"371","371","0.0155","5.07","1371","Pasture-Raised Semi Skimmed 1.5% [B1S9-371]","Semi Skimmed","113","64","NA","113","Evergreen Creamery","Seattle","WA","Pasture-Raised Semi Skimmed 1.5% [B1S9-371] (Evergreen Creamery)"
"372","372","0.0352","4.25","1372","Dairy Pure Goat 3.5% [WE4B-372]","Goat","103","64","NA","103","Blue Ridge Dairy Co.","Asheville","NC","Dairy Pure Goat 3.5% [WE4B-372] (Blue Ridge Dairy Co.)"
"373","373","0.0353","4.67","1373","Select A2 3.5% [TVQ0-373]","A2","115","64","A2","115","Keystone Milk Co.","Harrisburg","PA","Select A2 3.5% [TVQ0-373] (Keystone Milk Co.)"
"374","374","0.0335","0.09","1374","Creamy Lactose Free 3.4% [JKA3-374]","Lactose Free","116","64","Lactose Free","116","Bayou Dairy","Lafayette","LA","Creamy Lactose Free 3.4% [JKA3-374] (Bayou Dairy)"
"375","375","0.0361","4.85","1375","Organic Whole 3.6% [K12V-375]","Whole","118","64","NA","118","Great Lakes Dairy","Cleveland","OH","Organic Whole 3.6% [K12V-375] (Great Lakes Dairy)"
"376","376","0.0358","4.2","1376","Homestead Goat 3.6% [ONJP-376]","Goat","118","64","Goat","118","Great Lakes Dairy","Cleveland","OH","Homestead Goat 3.6% [ONJP-376] (Great Lakes Dairy)"
"377","377","0.0345","5.03","1377","Natural A2 3.4% [KWWJ-377]","A2","124","32","NA","124","Palmetto Milk Works","Charleston","SC","Natural A2 3.4% [KWWJ-377] (Palmetto Milk Works)"
"378","378","0.0378","NA","1378","Fresh Whole 3.8% [KEPA-378]","Whole","105","32","NA","105","Coastal Creamery","San Luis Obispo","CA","Fresh Whole 3.8% [KEPA-378] (Coastal Creamery)"
"379","379","0.0345","4.99","1379","Creamy Organic Whole 3.5% [NZBC-379]","Organic Whole","107","16","Organic Whole","107","Prairie Gold Dairy","Fargo","ND","Creamy Organic Whole 3.5% [NZBC-379] (Prairie Gold Dairy)"
"380","380","0.0177","4.69","1380","Homestead Semi Skimmed 1.8% [JNA9-380]","Semi Skimmed","113","128","NA","113","Evergreen Creamery","Seattle","WA","Homestead Semi Skimmed 1.8% [JNA9-380] (Evergreen Creamery)"
